open,high,low,close,volume,datetime,width,sma,ema,rsi,roc,diff,perc_diff
5.86301,5.9668,5.82384,5.92842,877174192.79829,2010-02-01 00:00:00,0.796226553329749,6.303707,6.140771850701267,38.18734958906597,-0.0732050482358845,0.0817500000000004,1.398231814006956
5.96451,5.97677,5.88704,5.96201,818653023.51995,2010-02-02 00:00:00,0.8256745302217112,6.2760465000000005,6.108269696028309,40.684412603320666,-0.057242161223654,0.0335900000000002,0.5665927852614994
5.94437,6.09511,5.91874,6.065,720545073.27418,2010-02-03 00:00:00,0.8108678163522054,6.252977,6.100402478568616,41.122588687265015,-0.0541969328846291,0.1029900000000001,1.7274375588098634
5.99312,6.03958,5.8325,5.84647,886924089.63522,2010-02-04 00:00:00,0.8709696526950843,6.22419,6.054232937010685,37.63594198561797,-0.0829570141247146,-0.2185300000000003,-3.603132728771641
5.86581,5.9668,5.81028,5.95035,996517150.39604,2010-02-05 00:00:00,0.8851365824549369,6.2011650000000005,6.03534513028147,42.54842017050643,-0.050781025670476,0.1038800000000002,1.776798649441469
5.95713,6.02423,5.90658,5.90998,559216180.0271,2010-02-08 00:00:00,0.8880144460916028,6.1739635,6.012551470230293,33.22498564437024,-0.0972760862890895,-0.0403700000000002,-0.6784474862823187
5.98166,6.01276,5.92862,5.97278,741935511.28124,2010-02-09 00:00:00,0.8793821704475597,6.152768,6.005320293824785,37.28146571188957,-0.0734043444400661,0.0628000000000001,1.062609348931809
5.96082,5.98524,5.91406,5.94068,433196378.55757,2010-02-10 00:00:00,0.8833522715107307,6.1336015,5.993567513129369,38.95386067203669,-0.0620936599105144,-0.0320999999999997,-0.5374381778669224
5.93021,6.08055,5.90828,6.04835,644762227.29812,2010-02-11 00:00:00,0.8457691639386518,6.115392,6.003527965287666,50.90933353667835,0.0047543660596074,0.1076699999999997,1.8124187803416405
6.0333,6.13828,5.95135,6.09999,754959700.03862,2010-02-12 00:00:00,0.809583081412578,6.101623999999999,6.021066517053544,47.177797074891785,-0.0133521174145254,0.0516399999999999,0.8537865698909686
6.14795,6.20178,6.13478,6.19221,635397226.90763,2010-02-16 00:00:00,0.7991166926155735,6.0978005,6.052183513952899,47.38931755187655,-0.0122302548461606,0.0922200000000001,1.5118057570586263
6.21814,6.21953,6.11574,6.16609,510053615.69109,2010-02-17 00:00:00,0.6830954061776922,6.078763499999999,6.072893784143281,44.3523157212634,-0.025617079106223,-0.0261200000000005,-0.4218203194013226
6.13808,6.20726,6.11774,6.17805,494262787.75404,2010-02-18 00:00:00,0.5986380566304899,6.0653690000000005,6.092013096117229,54.68190058602805,0.0183039393439921,0.0119600000000001,0.1939640842089529
6.14476,6.18623,6.12242,6.13938,487163491.22972,2010-02-19 00:00:00,0.548293992733262,6.055639,6.100625260459551,64.57298190761632,0.0500643956303332,-0.0386699999999997,-0.6259256561536364
6.1632,6.16469,6.064,6.10119,458034706.38562,2010-02-22 00:00:00,0.548642255156464,6.059711999999999,6.100727940375996,58.9916001373955,0.0291426720778891,-0.0381900000000001,-0.6220497835286332
6.08553,6.1293,5.95793,5.9992,674613105.98521,2010-02-23 00:00:00,0.5384904371530439,6.0505450000000005,6.082268314853087,51.80686599360624,0.0062378291884783,-0.1019899999999998,-1.6716411060793024
6.04336,6.1319,6.02273,6.10917,539849882.30622,2010-02-24 00:00:00,0.5016461708751478,6.0425595,6.087159530334343,52.13153043595754,0.0072827699917559,0.1099699999999996,1.833077743699163
6.00847,6.17587,5.99402,6.14944,779940669.63151,2010-02-25 00:00:00,0.4372817808185054,6.033621500000001,6.098483252091735,67.65868158769014,0.0518210133636194,0.0402700000000004,0.6591730136827234
6.1634,6.24595,6.14944,6.2291,594768665.9513,2010-02-26 00:00:00,0.4704775931842384,6.0417265,6.12223175171142,66.71904801890524,0.0468459838496895,0.0796599999999996,1.2954025081958642
6.2634,6.37785,6.25492,6.3624,644370563.27189,2010-03-01 00:00:00,0.514495332100978,6.067513,6.165898705945706,74.41396131928855,0.0765518665037783,0.1333000000000002,2.1399560129071737
6.39201,6.41822,6.32461,6.3586,663985465.98528,2010-03-02 00:00:00,0.5585468026905183,6.089022,6.200935304864668,72.23592604546081,0.0645963856026841,-0.0038,-0.0597258896014141
6.36808,6.38921,6.33009,6.37256,435703601.86954,2010-03-03 00:00:00,0.5991600713946941,6.1095495,6.232139794889274,75.42205269477994,0.0726987482914414,0.0139599999999999,0.2195451829019035
6.37416,6.42092,6.35212,6.41424,420567186.96228,2010-03-04 00:00:00,0.6560212791510338,6.1270115,6.265248923091224,73.35179913968062,0.0604941843643307,0.0416800000000003,0.6540542576295882
6.54523,6.6881,6.53407,6.66557,1054354226.3888,2010-03-05 00:00:00,0.7616340536697965,6.1679665,6.338034573438273,78.76454552852141,0.0927181847839093,0.2513299999999994,3.918313003567064
6.69667,6.70066,6.64444,6.66956,503703767.19215,2010-03-08 00:00:00,0.854574604975765,6.203927,6.398311923722224,76.67087575009215,0.0770887938232067,0.0039899999999999,0.0598598469448319
6.64174,6.85001,6.63397,6.78909,1078859484.3719,2010-03-09 00:00:00,0.9556911030464388,6.2478825,6.469362483045456,81.51876960437116,0.1010364753028256,0.1195300000000001,1.792172197266395
6.81082,6.86496,6.79468,6.84512,698815773.81027,2010-03-10 00:00:00,1.0573293685487997,6.2914995,6.537682031582645,82.30769975880742,0.107974198978642,0.0560299999999998,0.8252947007625355
6.81482,6.86526,6.79896,6.86526,474992981.45765,2010-03-11 00:00:00,1.120505350598565,6.3377285,6.597241662203983,85.79854809437387,0.1182334372526217,0.0201400000000004,0.294224206441962
6.91211,6.93235,6.87224,6.89846,487295348.19865,2010-03-12 00:00:00,1.191368990197505,6.380234,6.6520086327123495,89.51380284482333,0.1306745077599616,0.0331999999999998,0.4835942120181791
6.86526,6.86526,6.70535,6.81432,578039541.71287,2010-03-15 00:00:00,1.2208265267501588,6.415950500000001,6.681519790401014,91.1261352169526,0.1358714495266035,-0.0841399999999996,-1.219692511082182
6.82419,6.84931,6.77413,6.83266,523953490.35549,2010-03-16 00:00:00,1.2558742338709976,6.447973,6.708999828509921,90.22204431991284,0.1184268894137829,0.0183399999999993,0.2691391070569038
6.84403,6.89377,6.79726,6.82219,528393367.74971,2010-03-17 00:00:00,1.2689011691662966,6.480778000000001,6.729579859689935,88.68291224398271,0.1094002055471716,-0.0104699999999997,-0.153234611410491
6.81651,6.85001,6.77673,6.83923,400797540.68323,2010-03-18 00:00:00,1.2738640694302037,6.513837,6.749516248837219,87.80469669744103,0.0979483392464399,0.0170399999999997,0.2497731666810665
6.85469,6.85738,6.73486,6.76647,655673988.29254,2010-03-19 00:00:00,1.2417084239334866,6.5451915,6.752598749048634,77.06756340349143,0.0635090531874764,-0.0727599999999997,-1.0638624523520934
6.71272,6.87992,6.70235,6.84283,534940276.49676,2010-03-22 00:00:00,1.1946845871891814,6.5822735,6.769004431039791,79.56335396900992,0.076153555814173,0.0763600000000002,1.1285057053382452
6.86994,6.96526,6.82169,6.9523,706201544.48487,2010-03-23 00:00:00,1.103643553614937,6.6299285,6.802330898123465,81.69779546846301,0.0909744278594473,0.1094699999999999,1.599776700575628
6.93634,7.00842,6.92577,6.98211,701316598.66492,2010-03-24 00:00:00,1.0305443548338982,6.6735755,6.835018007555561,81.45710772094264,0.0885327022375213,0.0298099999999994,0.4287789652345219
7.02856,7.03215,6.88809,6.90045,636262649.60485,2010-03-25 00:00:00,0.92210466138698,6.711126,6.84691473345455,66.02313968401242,0.0352377966175436,-0.0816599999999994,-1.1695604910263446
6.97203,7.06067,6.95818,7.02986,751406854.05239,2010-03-26 00:00:00,0.8444919566374107,6.751164,6.880177509190086,70.98769746959327,0.054021554645284,0.12941,1.875384938663416
7.09057,7.11988,7.05109,7.07442,618307860.19398,2010-03-29 00:00:00,0.8078008010316573,6.786765000000001,6.91549432570098,68.21123578294343,0.0420277238923036,0.0445599999999997,0.6338675307900887
7.20513,7.23005,7.13165,7.1802,616289105.28439,2010-03-30 00:00:00,0.7746555299921312,6.827844999999999,6.963622630118983,70.10946539597195,0.048951661913889,0.1057800000000002,1.4952462534031152
7.1802,7.20343,7.13803,7.15438,504197655.07484,2010-03-31 00:00:00,0.699706306918177,6.866936,6.998305788279168,67.23373310126132,0.042113481499608,-0.0258200000000003,-0.3596000111417585
7.23503,7.26843,7.08609,7.18359,706691486.36801,2010-04-01 00:00:00,0.6136194286741095,6.9054035,7.031993826773864,67.0771294754621,0.041332413321234,0.0292099999999999,0.4082813605092328
7.15408,7.26086,7.1473,7.26056,799586127.26052,2010-04-05 00:00:00,0.6476147851893241,6.935153,7.073551312814979,76.95792958461207,0.0654856243909882,0.0769700000000002,1.071469836112593
7.25348,7.31369,7.21529,7.29285,522935672.23315,2010-04-06 00:00:00,0.6718560695330851,6.9663175,7.113423801394074,77.33986050545982,0.067351514637052,0.0322899999999997,0.4447315358594883
7.29824,7.36473,7.26614,7.32406,736341860.33256,2010-04-07 00:00:00,0.7215695034284089,6.993066000000001,7.151721292049697,79.09897373456258,0.0735643539684471,0.0312100000000006,0.427953406418613
