close,volume,width,sma,ema,rsi,roc,perc_diff,datetime
0.003769224540218996,0.3949292347230868,0.01249445685701521,0.012097899594063877,0.006666255017562739,0.3706623445810857,0.3347257006877483,0.5740583425130683,2010-02-01 00:00:00
0.005299136702536789,0.36783860016928666,0.01321577160037167,0.010882975799864802,0.005208222494570813,0.39711897840642796,0.36820592957386133,0.540583160301349,2010-02-02 00:00:00
0.009936817998782599,0.32242244291020267,0.012853087907229738,0.00986559885515631,0.0048541363526687364,0.40176149809366063,0.3745929284746814,0.58730955116431,2010-02-03 00:00:00
0.0,0.3994426594444941,0.01432525493642721,0.008590800092541151,0.002766898886795932,0.3648201255543114,0.31427212923808256,0.3727431281113289,2010-02-04 00:00:00
0.004769041616884573,0.4501755069818153,0.014672267410029981,0.007566913695643385,0.0019084254003950973,0.4168683260885568,0.38175738157742817,0.589296436634987,2010-02-05 00:00:00
0.0029256544818358488,0.24774003065116906,0.014742759365321594,0.00635239479321742,0.0008688416065533722,0.3180855994034792,0.2842396035970298,0.4904677273908351,2010-02-08 00:00:00
0.0057878497547259045,0.3323245099081951,0.014531315716285562,0.005402322614971922,0.0005382151593357754,0.3610644137760073,0.3343077009533005,0.5605488476668665,2010-02-09 00:00:00
0.0043286287551217995,0.1894029121305884,0.014628561528450743,0.004540376658997702,0.0,0.3787836066115018,0.35803049662415043,0.49614364221637497,2010-02-10 00:00:00
0.009192423518603887,0.28734102859293564,0.013707980474874468,0.003718969696880625,0.0004562041016772933,0.5054530442600532,0.4982361629519092,0.590730220201022,2010-02-11 00:00:00
0.011494526831186347,0.3383536706774842,0.0128216189116971,0.00309628765438158,0.001257660213229428,0.4659170400776091,0.4602599992058324,0.5521433011055239,2010-02-12 00:00:00
0.01555761780917625,0.28300578023232464,0.012565249498725953,0.002923113845994807,0.00267387978100575,0.4681581208089329,0.4626129705410826,0.5786299274276115,2010-02-16 00:00:00
0.014412980271429843,0.22498168387549242,0.009723361081132503,0.002059271378269223,0.003612430654992005,0.43598078090972026,0.4345357223627511,0.5007974989321946,2010-02-17 00:00:00
0.01493769514573895,0.21767178979408877,0.007654616880581487,0.0014498458696400318,0.00447604525484957,0.5454237716451557,0.5266547575659528,0.5255840883074969,2010-02-18 00:00:00
0.013237462328153704,0.21438538164296866,0.006421462030495261,0.0010063039840087495,0.0048641695561141285,0.6502207732298545,0.5932684813353041,0.49258183913027914,2010-02-19 00:00:00
0.011547790651390055,0.20090107716069552,0.006429992559479794,0.0011920582807721791,0.004868793724654097,0.5910854719213907,0.5493876913070889,0.49273785097901013,2010-02-22 00:00:00
0.006982994301432566,0.30115960494050503,0.006181328414414628,0.0007738097756798124,0.004036215102577512,0.5149624909274967,0.5013475478198628,0.45048964045042855,2010-02-23 00:00:00
0.011901728806832212,0.2387749791888321,0.00527884494086736,0.0004089509851408768,0.004257067850139795,0.5184023433534721,0.5035391850368254,0.5915617859871317,2010-02-24 00:00:00
0.013680806285287728,0.34991786746961934,0.0037022686054086597,0.0,0.004767686906777591,0.6829140717428097,0.5969527750179422,0.544309705002213,2010-02-25 00:00:00
0.017166022866510255,0.2641979964698409,0.004515384866839631,0.00037086331128205474,0.00583550249077297,0.672958559560126,0.5865182510678622,0.5699192513572292,2010-02-26 00:00:00
0.022899549091831506,0.2871597193823831,0.00559357927613116,0.0015474844046379777,0.0077881554452559065,0.7544869400390462,0.6488227546179337,0.6039142678013294,2010-03-01 00:00:00
0.02273777265882665,0.29623985513102863,0.006672599927340715,0.0025251071802259717,0.009344912057760224,0.7314104372157731,0.6237475763807199,0.5153725448312375,2010-03-02 00:00:00
0.02333161411799861,0.1905635565833042,0.0076674033937960155,0.0034549037452710762,0.010724011527445287,0.7651677695702231,0.6407413042151683,0.5266137801693788,2010-03-03 00:00:00
0.025096921245142234,0.18355660354795117,0.009060192705950685,0.004243392205973084,0.012179757611249342,0.7432332248990614,0.6151437043936703,0.5441036645379571,2010-03-04 00:00:00
0.03550448914866927,0.47694946089801216,0.01164712937826105,0.006083915097519432,0.015353144601871982,0.8005818173781126,0.6827296560355682,0.6754967960884253,2010-03-05 00:00:00
0.03566653150631266,0.22204221039473188,0.013923665731118993,0.007689936078491055,0.01795371537337176,0.7783991754652408,0.6499488948666179,0.520186116804702,2010-03-08 00:00:00
0.0404764723804904,0.4882934411508549,0.016400468165545662,0.009640422824452266,0.020987802157128144,0.8297630985198892,0.7001762664326174,0.5899152535698491,2010-03-09 00:00:00
0.042702066611618406,0.3123635100804933,0.018890051054889823,0.011562371795383719,0.02387400268928952,0.8381218928677044,0.7147273045021704,0.5509964447439778,2010-03-10 00:00:00
0.04349760874418257,0.2087514061664972,0.02043751787903546,0.013584925572794393,0.026365632769895564,0.8751077821410885,0.7362448185550382,0.5296197645375822,2010-03-11 00:00:00
0.04480394805358073,0.2144464209045334,0.022173290363445626,0.015431597082371684,0.028636993089178997,0.9144712799540751,0.7623384623836809,0.5372422969380408,2010-03-12 00:00:00
0.04148090974385371,0.25645374602616133,0.02289483926632427,0.016973830010240387,0.029853173522829235,0.9315541036275903,0.7732384205003837,0.4686815013960141,2010-03-15 00:00:00
0.04220871625444961,0.23141621738738963,0.023753316843912988,0.018349274682571137,0.030980829580998792,0.9219751696274223,0.7366505611145908,0.5286100376684854,2010-03-16 00:00:00
0.04179346329947925,0.233471526558989,0.024072405673808618,0.01975126445556291,0.03182231993921414,0.9056679104556405,0.7177181811694606,0.5116086263609058,2010-03-17 00:00:00
0.04246896565989616,0.1744048338685667,0.024193969648926415,0.021156948370589734,0.03263504227638936,0.8963631283969022,0.6936992737733301,0.5278305187181056,2010-03-18 00:00:00
0.039572763731766936,0.29239230376538256,0.023406331799846983,0.022483579815962884,0.0327604884639674,0.7826021210573654,0.6214670278741401,0.4749539819191104,2010-03-19 00:00:00
0.04261146206848426,0.23650222321988182,0.022254504397329806,0.0240443676760011,0.033427176194683716,0.8090452731603469,0.6479873460201311,0.5632013116104136,2010-03-22 00:00:00
0.04690911495457678,0.3157825329180602,0.020024495863689675,0.026037313968116538,0.03477652340517323,0.8316598955588527,0.6790723363472186,0.5821709389263273,2010-03-23 00:00:00
0.04806769742229505,0.31352119255772054,0.018233964378224544,0.027850115899025252,0.036093577291021584,0.8291097846621546,0.6739511115564565,0.5350358704589573,2010-03-24 00:00:00
0.04488204988105621,0.28340640192724403,0.015577783617988106,0.02940024766529742,0.03657136641663117,0.6655853407478013,0.5621714793850628,0.47069941836239587,2010-03-25 00:00:00
0.049913259920867314,0.336708986310685,0.013676695865405791,0.031043541238447714,0.037902853423813165,0.7181853298902727,0.6015681447644687,0.5932647376420481,2010-03-26 00:00:00
0.051624254385864876,0.275094766250471,0.012777962767838064,0.0324965606252548,0.03930953496930589,0.6887684390251012,0.5764125323415143,0.5432911072434421,2010-03-29 00:00:00
0.05564316908911221,0.2741602437147152,0.011966084493107352,0.03416375789542819,0.04121498083166075,0.7088803727254632,0.5909346566651612,0.5779633733301685,2010-03-30 00:00:00
0.05466767501967568,0.2222708410988941,0.010130237507601478,0.03574094533975919,0.0425799733463742,0.6784116997818697,0.5765923985724208,0.5033019943734443,2010-03-31 00:00:00
0.05577098459925506,0.31600933693910804,0.008021578745921739,0.0372842363084504,0.043899340783129515,0.6767524686131571,0.5749542023383947,0.5342107996898305,2010-04-01 00:00:00
0.05865691933893097,0.35901214770756834,0.008854279476095721,0.0384718829090272,0.045518228755213386,0.7814405397178449,0.6256126474135487,0.5609055005085554,2010-04-05 00:00:00
0.05985851096124856,0.2309450487635468,0.00944805866368479,0.03971056709022197,0.04706256130843378,0.7854871362441487,0.6295261270032193,0.5356779942530049,2010-04-06 00:00:00
